state,district,category,type,date,crimes,year,crimes_prev_year,yoy_change,yoy_change_pct
W.P. Kuala Lumpur,Sentul,property,all,2023-01-01,882,2023,903.0,-21.0,-2.33
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2016-01-01,263,2016,,,
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2017-01-01,236,2017,263.0,-27.0,-10.27
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2018-01-01,195,2018,236.0,-41.0,-17.37
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2019-01-01,223,2019,195.0,28.0,14.36
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2020-01-01,120,2020,223.0,-103.0,-46.19
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2021-01-01,83,2021,120.0,-37.0,-30.83
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2022-01-01,69,2022,83.0,-14.0,-16.87
W.P. Kuala Lumpur,W.P. Putrajaya,property,all,2023-01-01,60,2023,69.0,-9.0,-13.04
W.P. Kuala Lumpur,Wangsa Maju,property,all,2016-01-01,2762,2016,,,
W.P. Kuala Lumpur,Wangsa Maju,property,all,2017-01-01,2019,2017,2762.0,-743.0,-26.9
W.P. Kuala Lumpur,Wangsa Maju,property,all,2018-01-01,1916,2018,2019.0,-103.0,-5.1
W.P. Kuala Lumpur,Wangsa Maju,property,all,2019-01-01,1631,2019,1916.0,-285.0,-14.87
W.P. Kuala Lumpur,Wangsa Maju,property,all,2020-01-01,1220,2020,1631.0,-411.0,-25.2
W.P. Kuala Lumpur,Wangsa Maju,property,all,2021-01-01,881,2021,1220.0,-339.0,-27.79
W.P. Kuala Lumpur,Wangsa Maju,property,all,2022-01-01,732,2022,881.0,-149.0,-16.91
W.P. Kuala Lumpur,Wangsa Maju,property,all,2023-01-01,693,2023,732.0,-39.0,-5.33
